46. ROUND;Blackburn - Reading;https://www.betexplorer.com/soccer/england/championship-2015-2016/blackburn-reading/fRTMecFI/;Cardiff - Birmingham;https://www.betexplorer.com/soccer/england/championship-2015-2016/cardiff-birmingham/CxXKZXEK/;Charlton - Burnley;https://www.betexplorer.com/soccer/england/championship-2015-2016/charlton-burnley/8UXQfHUO/;Derby - Ipswich;https://www.betexplorer.com/soccer/england/championship-2015-2016/derby-ipswich/MXL8J07P/;Fulham - Bolton;https://www.betexplorer.com/soccer/england/championship-2015-2016/fulham-bolton/Ot8zFKFt/;Huddersfield - Brentford;https://www.betexplorer.com/soccer/england/championship-2015-2016/huddersfield-brentford/tI2uEvVn/;Hull - Rotherham;https://www.betexplorer.com/soccer/england/championship-2015-2016/hull-city-rotherham/K81qDbpg/;Middlesbrough - Brighton;https://www.betexplorer.com/soccer/england/championship-2015-2016/middlesbrough-brighton/EV0mCIaa/;MK Dons - Nottingham;https://www.betexplorer.com/soccer/england/championship-2015-2016/milton-keynes-dons-nottingham/CGJjBxF5/;Preston - Leeds;https://www.betexplorer.com/soccer/england/championship-2015-2016/preston-leeds/fu9eAdUB/;QPR - Bristol City;https://www.betexplorer.com/soccer/england/championship-2015-2016/qpr-bristol-city/YV7a9GqI/;Wolves - Sheffield Wed;https://www.betexplorer.com/soccer/england/championship-2015-2016/wolves-sheffield-wed/25C38zaO/
45. ROUND;Brighton - Derby;https://www.betexplorer.com/soccer/england/championship-2015-2016/brighton-derby/fc2R6NNJ/;Burnley - QPR;https://www.betexplorer.com/soccer/england/championship-2015-2016/burnley-qpr/jTmc11os/;Bolton - Hull;https://www.betexplorer.com/soccer/england/championship-2015-2016/bolton-hull-city/vkKvqKVC/;Brentford - Fulham;https://www.betexplorer.com/soccer/england/championship-2015-2016/brentford-fulham/IuJrrvoJ/;Bristol City - Huddersfield;https://www.betexplorer.com/soccer/england/championship-2015-2016/bristol-city-huddersfield/Ym1V5swQ/;Ipswich - MK Dons;https://www.betexplorer.com/soccer/england/championship-2015-2016/ipswich-milton-keynes-dons/4Wi10L0m/;Leeds - Charlton;https://www.betexplorer.com/soccer/england/championship-2015-2016/leeds-charlton/nes6auGg/;Nottingham - Wolves;https://www.betexplorer.com/soccer/england/championship-2015-2016/nottingham-wolves/QotAbaVa/;Reading - Preston;https://www.betexplorer.com/soccer/england/championship-2015-2016/reading-preston/YBuEcJp6/;Rotherham - Blackburn;https://www.betexplorer.com/soccer/england/championship-2015-2016/rotherham-blackburn/C2vIdw0C/;Sheffield Wed - Cardiff;https://www.betexplorer.com/soccer/england/championship-2015-2016/sheffield-wed-cardiff/UDsGzEaE/;Birmingham - Middlesbrough;https://www.betexplorer.com/soccer/england/championship-2015-2016/birmingham-middlesbrough/pSKzp0G6/
36. ROUND;Hull - Brentford;https://www.betexplorer.com/soccer/england/championship-2015-2016/hull-city-brentford/2ZDwcXy5/
44. ROUND;Blackburn - Bristol City;https://www.betexplorer.com/soccer/england/championship-2015-2016/blackburn-bristol-city/C4keokeq/;Cardiff - Bolton;https://www.betexplorer.com/soccer/england/championship-2015-2016/cardiff-bolton/IwvCyfp8/;Charlton - Brighton;https://www.betexplorer.com/soccer/england/championship-2015-2016/charlton-brighton/jelap9Ak/;Derby - Sheffield Wed;https://www.betexplorer.com/soccer/england/championship-2015-2016/derby-sheffield-wed/IHKeqTPe/;Fulham - Nottingham;https://www.betexplorer.com/soccer/england/championship-2015-2016/fulham-nottingham/d8Jarmu2/;Huddersfield - Birmingham;https://www.betexplorer.com/soccer/england/championship-2015-2016/huddersfield-birmingham/AB7s7WH2/;Hull - Leeds;https://www.betexplorer.com/soccer/england/championship-2015-2016/hull-city-leeds/OEBo6jX8/;Middlesbrough - Ipswich;https://www.betexplorer.com/soccer/england/championship-2015-2016/middlesbrough-ipswich/6w1j5AnF/;MK Dons - Brentford;https://www.betexplorer.com/soccer/england/championship-2015-2016/milton-keynes-dons-brentford/r3OJmrHs/;QPR - Reading;https://www.betexplorer.com/soccer/england/championship-2015-2016/qpr-reading/jTRRoMof/;Wolves - Rotherham;https://www.betexplorer.com/soccer/england/championship-2015-2016/wolves-rotherham/YiHWpt10/;Preston - Burnley;https://www.betexplorer.com/soccer/england/championship-2015-2016/preston-burnley/CxTNn2Wm/
43. ROUND;Birmingham - Preston;https://www.betexplorer.com/soccer/england/championship-2015-2016/birmingham-preston/pfqowh3M/;Bolton - Charlton;https://www.betexplorer.com/soccer/england/championship-2015-2016/bolton-charlton/2VwjxCIS/;Brentford - Cardiff;https://www.betexplorer.com/soccer/england/championship-2015-2016/brentford-cardiff/4zjUCA77/;Brighton - QPR;https://www.betexplorer.com/soccer/england/championship-2015-2016/brighton-qpr/4vQHXVQq/;Bristol City - Derby;https://www.betexplorer.com/soccer/england/championship-2015-2016/bristol-city-derby/b1PLWktj/;Burnley - Middlesbrough;https://www.betexplorer.com/soccer/england/championship-2015-2016/burnley-middlesbrough/AyTPV9ed/;Ipswich - Fulham;https://www.betexplorer.com/soccer/england/championship-2015-2016/ipswich-fulham/Ct78fgYd/;Leeds - Wolves;https://www.betexplorer.com/soccer/england/championship-2015-2016/leeds-wolves/jX5CgDm3/;Nottingham - Blackburn;https://www.betexplorer.com/soccer/england/championship-2015-2016/nottingham-blackburn/K6AGhX29/;Reading - Hull;https://www.betexplorer.com/soccer/england/championship-2015-2016/reading-hull-city/bc9KiiIF/;Rotherham - Huddersfield;https://www.betexplorer.com/soccer/england/championship-2015-2016/rotherham-huddersfield/tMbPjBXL/;Sheffield Wed - MK Dons;https://www.betexplorer.com/soccer/england/championship-2015-2016/sheffield-wed-milton-keynes-dons/fP2TkVnS/
42. ROUND;Birmingham - Burnley;https://www.betexplorer.com/soccer/england/championship-2015-2016/birmingham-burnley/vTQaRf4A/;Blackburn - Huddersfield;https://www.betexplorer.com/soccer/england/championship-2015-2016/blackburn-huddersfield/IJP3QEJG/;Bolton - Middlesbrough;https://www.betexplorer.com/soccer/england/championship-2015-2016/bolton-middlesbrough/CtP7PYYM/;Brentford - Bristol City;https://www.betexplorer.com/soccer/england/championship-2015-2016/brentford-bristol-city/QqTBOhlT/;Cardiff - QPR;https://www.betexplorer.com/soccer/england/championship-2015-2016/cardiff-qpr/QqiQDjh1/;Charlton - Derby;https://www.betexplorer.com/soccer/england/championship-2015-2016/charlton-derby/AH4rJWBj/;Leeds - Reading;https://www.betexplorer.com/soccer/england/championship-2015-2016/leeds-reading/GEiUtz4c/;Preston - MK Dons;https://www.betexplorer.com/soccer/england/championship-2015-2016/preston-milton-keynes-dons/bwsZufJ3/;Rotherham - Nottingham;https://www.betexplorer.com/soccer/england/championship-2015-2016/rotherham-nottingham/CtowuEY9/;Sheffield Wed - Ipswich;https://www.betexplorer.com/soccer/england/championship-2015-2016/sheffield-wed-ipswich/63psvYmG/;Brighton - Fulham;https://www.betexplorer.com/soccer/england/championship-2015-2016/brighton-fulham/WQ5vKCdp/;Hull - Wolves;https://www.betexplorer.com/soccer/england/championship-2015-2016/hull-city-wolves/xOhQsGli/
32. ROUND;Birmingham - Leeds;https://www.betexplorer.com/soccer/england/championship-2015-2016/birmingham-leeds/4IrkC9tG/;Middlesbrough - Reading;https://www.betexplorer.com/soccer/england/championship-2015-2016/middlesbrough-reading/bu4OQ8e9/
41. ROUND;Nottingham - Brighton;https://www.betexplorer.com/soccer/england/championship-2015-2016/nottingham-brighton/jgFqVx5o/;Bristol City - Sheffield Wed;https://www.betexplorer.com/soccer/england/championship-2015-2016/bristol-city-sheffield-wed/lQhEFc5b/;Burnley - Leeds;https://www.betexplorer.com/soccer/england/championship-2015-2016/burnley-leeds/rmhIEHK4/;Derby - Bolton;https://www.betexplorer.com/soccer/england/championship-2015-2016/derby-bolton/djdMDyzB/;Fulham - Cardiff;https://www.betexplorer.com/soccer/england/championship-2015-2016/fulham-cardiff/88dLEWxe/;Huddersfield - Hull;https://www.betexplorer.com/soccer/england/championship-2015-2016/huddersfield-hull-city/vFoRCekH/;Ipswich - Brentford;https://www.betexplorer.com/soccer/england/championship-2015-2016/ipswich-brentford/I5pVBF4N/;Middlesbrough - Preston;https://www.betexplorer.com/soccer/england/championship-2015-2016/middlesbrough-preston/nukZAZJT/;MK Dons - Rotherham;https://www.betexplorer.com/soccer/england/championship-2015-2016/milton-keynes-dons-rotherham/lly16gSp/;QPR - Charlton;https://www.betexplorer.com/soccer/england/championship-2015-2016/qpr-charlton/lvYnUdKi/;Reading - Birmingham;https://www.betexplorer.com/soccer/england/championship-2015-2016/reading-birmingham/r1XjTGZc/;Wolves - Blackburn;https://www.betexplorer.com/soccer/england/championship-2015-2016/wolves-blackburn/MiWfSzk4/
40. ROUND;Birmingham - Brighton;https://www.betexplorer.com/soccer/england/championship-2015-2016/birmingham-brighton/vekAKniQ/;Brentford - Bolton;https://www.betexplorer.com/soccer/england/championship-2015-2016/brentford-bolton/EmtxG6as/;Bristol City - Rotherham;https://www.betexplorer.com/soccer/england/championship-2015-2016/bristol-city-rotherham/dCVtFQEm/;Burnley - Cardiff;https://www.betexplorer.com/soccer/england/championship-2015-2016/burnley-cardiff/UHcHFCNl/;Derby - Hull;https://www.betexplorer.com/soccer/england/championship-2015-2016/derby-hull-city/z3UpEpUg/;Ipswich - Charlton;https://www.betexplorer.com/soccer/england/championship-2015-2016/ipswich-charlton/4xZlD4q0/;Leeds - QPR;https://www.betexplorer.com/soccer/england/championship-2015-2016/leeds-qpr/rTXhCOb6/;Middlesbrough - Huddersfield;https://www.betexplorer.com/soccer/england/championship-2015-2016/middlesbrough-huddersfield/QiNcBrEC/;MK Dons - Wolves;https://www.betexplorer.com/soccer/england/championship-2015-2016/milton-keynes-dons-wolves/veR1A2TI/;Preston - Fulham;https://www.betexplorer.com/soccer/england/championship-2015-2016/preston-fulham/jXw9IaLu/;Reading - Nottingham;https://www.betexplorer.com/soccer/england/championship-2015-2016/reading-nottingham/UNxDHJzn/;Sheffield Wed - Blackburn;https://www.betexplorer.com/soccer/england/championship-2015-2016/sheffield-wed-blackburn/AZgAGwjh/
39. ROUND;Blackburn - Preston;https://www.betexplorer.com/soccer/england/championship-2015-2016/blackburn-preston/tIvROtRE/;Bolton - Reading;https://www.betexplorer.com/soccer/england/championship-2015-2016/bolton-reading/OtUVN0tL/;Brighton - Burnley;https://www.betexplorer.com/soccer/england/championship-2015-2016/brighton-burnley/2XSZMKeR/;Cardiff - Derby;https://www.betexplorer.com/soccer/england/championship-2015-2016/cardiff-derby/zebDGh8r/;Charlton - Birmingham;https://www.betexplorer.com/soccer/england/championship-2015-2016/charlton-birmingham/KQU0Iv4r/;Fulham - MK Dons;https://www.betexplorer.com/soccer/england/championship-2015-2016/fulham-milton-keynes-dons/bHT4HbJl/;Huddersfield - Sheffield Wed;https://www.betexplorer.com/soccer/england/championship-2015-2016/huddersfield-sheffield-wed/ttJ9GIYf/;Hull - Bristol City;https://www.betexplorer.com/soccer/england/championship-2015-2016/hull-city-bristol-city/fqNDFxl1/;Nottingham - Brentford;https://www.betexplorer.com/soccer/england/championship-2015-2016/nottingham-brentford/l6MHEd37/;Rotherham - Leeds;https://www.betexplorer.com/soccer/england/championship-2015-2016/rotherham-leeds/6si2M8MD/;Wolves - Ipswich;https://www.betexplorer.com/soccer/england/championship-2015-2016/wolves-ipswich/pYk6LSyK/;QPR - Middlesbrough;https://www.betexplorer.com/soccer/england/championship-2015-2016/qpr-middlesbrough/SdLLDGID/
