j-league-2016
17. ROUND;Albirex Niigata - Hiroshima;https://www.betexplorer.com/soccer/japan/j-league-2016/albirex-niigata-hiroshima/C4iZwgxk/;Avispa Fukuoka - Kashiwa;https://www.betexplorer.com/soccer/japan/j-league-2016/avispa-fukuoka-kashiwa/YJurxX61/;Kashima - Kobe;https://www.betexplorer.com/soccer/japan/j-league-2016/kashima-kobe/QVcinHU8/;Kawasaki Frontale - G-Osaka;https://www.betexplorer.com/soccer/japan/j-league-2016/kawasaki-frontale-g-osaka/GKj4qFER/;Kofu - Sagan Tosu;https://www.betexplorer.com/soccer/japan/j-league-2016/kofu-tosu/ITxWvZMr/;Nagoya - Shonan;https://www.betexplorer.com/soccer/japan/j-league-2016/nagoya-shonan/jejwwDie/;Omiya Ardija - FC Tokyo;https://www.betexplorer.com/soccer/japan/j-league-2016/omiya-ardija-fc-tokyo/Ye1apeaL/;Urawa - Yokohama M.;https://www.betexplorer.com/soccer/japan/j-league-2016/urawa-yokohama-m/KhceoypF/;Vegalta Sendai - Iwata;https://www.betexplorer.com/soccer/japan/j-league-2016/vegalta-sendai-iwata/nuammcF2/
16. ROUND;FC Tokyo - Vegalta Sendai;https://www.betexplorer.com/soccer/japan/j-league-2016/fc-tokyo-vegalta-sendai/CSXHXHFF/;G-Osaka - Albirex Niigata;https://www.betexplorer.com/soccer/japan/j-league-2016/g-osaka-albirex-niigata/QZDhRFhq/;Hiroshima - Avispa Fukuoka;https://www.betexplorer.com/soccer/japan/j-league-2016/hiroshima-avispa-fukuoka/WWG0PgNe/;Iwata - Urawa;https://www.betexplorer.com/soccer/japan/j-league-2016/iwata-urawa/KhyQVepS/;Kashima - Kawasaki Frontale;https://www.betexplorer.com/soccer/japan/j-league-2016/kashima-kawasaki-frontale/jDq9Zwo3/;Kashiwa - Omiya Ardija;https://www.betexplorer.com/soccer/japan/j-league-2016/kashiwa-omiya-ardija/YyZDYc09/;Kobe - Nagoya;https://www.betexplorer.com/soccer/japan/j-league-2016/kobe-nagoya/xAHdQZ7k/;Sagan Tosu - Yokohama M.;https://www.betexplorer.com/soccer/japan/j-league-2016/tosu-yokohama-m/ANF4ODx2/;Shonan - Kofu;https://www.betexplorer.com/soccer/japan/j-league-2016/shonan-kofu/t2xMWyVL/
15. ROUND;Albirex Niigata - Urawa;https://www.betexplorer.com/soccer/japan/j-league-2016/albirex-niigata-urawa/pGhJCGwj/;Avispa Fukuoka - Kofu;https://www.betexplorer.com/soccer/japan/j-league-2016/avispa-fukuoka-kofu/xAu5zKVd/;FC Tokyo - Kashima;https://www.betexplorer.com/soccer/japan/j-league-2016/fc-tokyo-kashima/YHElW4vB/;Kashiwa - Sagan Tosu;https://www.betexplorer.com/soccer/japan/j-league-2016/kashiwa-tosu/KEApXpP4/;Kawasaki Frontale - Hiroshima;https://www.betexplorer.com/soccer/japan/j-league-2016/kawasaki-frontale-hiroshima/SvEhVOgH/;Nagoya - Iwata;https://www.betexplorer.com/soccer/japan/j-league-2016/nagoya-iwata/O6iNBzgd/;Omiya Ardija - Shonan;https://www.betexplorer.com/soccer/japan/j-league-2016/omiya-ardija-shonan/xjLuYQ9b/;Vegalta Sendai - Kobe;https://www.betexplorer.com/soccer/japan/j-league-2016/vegalta-sendai-kobe/baMyZ6fh/;Yokohama M. - G-Osaka;https://www.betexplorer.com/soccer/japan/j-league-2016/yokohama-m-g-osaka/44yMDdOq/
14. ROUND;Hiroshima - FC Tokyo;https://www.betexplorer.com/soccer/japan/j-league-2016/hiroshima-fc-tokyo/jZITzTPu/;Iwata - Albirex Niigata;https://www.betexplorer.com/soccer/japan/j-league-2016/iwata-albirex-niigata/Y3ZFH5PH/;Kashima - Omiya Ardija;https://www.betexplorer.com/soccer/japan/j-league-2016/kashima-omiya-ardija/4OsaLmQh/;Kobe - Kawasaki Frontale;https://www.betexplorer.com/soccer/japan/j-league-2016/kobe-kawasaki-frontale/QBiNFqfU/;Kofu - Yokohama M.;https://www.betexplorer.com/soccer/japan/j-league-2016/kofu-yokohama-m/fDzCIoAB/;Nagoya - Avispa Fukuoka;https://www.betexplorer.com/soccer/japan/j-league-2016/nagoya-avispa-fukuoka/SQYJGPvO/;Sagan Tosu - Vegalta Sendai;https://www.betexplorer.com/soccer/japan/j-league-2016/tosu-vegalta-sendai/UPHXZnun/;Shonan - Kashiwa;https://www.betexplorer.com/soccer/japan/j-league-2016/shonan-kashiwa/xxt7JRf5/;Urawa - G-Osaka;https://www.betexplorer.com/soccer/japan/j-league-2016/urawa-g-osaka/bos3K7ua/
13. ROUND;Albirex Niigata - Kashima;https://www.betexplorer.com/soccer/japan/j-league-2016/albirex-niigata-kashima/vsEt36AO/;Avispa Fukuoka - Kobe;https://www.betexplorer.com/soccer/japan/j-league-2016/avispa-fukuoka-kobe/jLweMTAn/;G-Osaka - FC Tokyo;https://www.betexplorer.com/soccer/japan/j-league-2016/g-osaka-fc-tokyo/8dljN9et/;Iwata - Shonan;https://www.betexplorer.com/soccer/japan/j-league-2016/iwata-shonan/6m2ORkmP/;Kashiwa - Kofu;https://www.betexplorer.com/soccer/japan/j-league-2016/kashiwa-kofu/IRPX4SuC/;Kawasaki Frontale - Yokohama M.;https://www.betexplorer.com/soccer/japan/j-league-2016/kawasaki-frontale-yokohama-m/0jFx4neI/;Omiya Ardija - Sagan Tosu;https://www.betexplorer.com/soccer/japan/j-league-2016/omiya-ardija-tosu/4OLT58Q5/;Urawa - Hiroshima;https://www.betexplorer.com/soccer/japan/j-league-2016/urawa-hiroshima/A1MP6lBa/;Vegalta Sendai - Nagoya;https://www.betexplorer.com/soccer/japan/j-league-2016/vegalta-sendai-nagoya/WANL7Ueg/
12. ROUND;FC Tokyo - Urawa;https://www.betexplorer.com/soccer/japan/j-league-2016/fc-tokyo-urawa/fV9h8tV6/;Kashima - Iwata;https://www.betexplorer.com/soccer/japan/j-league-2016/kashima-iwata/YFLqA20f/;Kobe - Kashiwa;https://www.betexplorer.com/soccer/japan/j-league-2016/kobe-kashiwa/zqUC9jRt/;Kofu - Vegalta Sendai;https://www.betexplorer.com/soccer/japan/j-league-2016/kofu-vegalta-sendai/6TwsFC3J/;Nagoya - G-Osaka;https://www.betexplorer.com/soccer/japan/j-league-2016/nagoya-g-osaka/I3soEWIP/;Omiya Ardija - Kawasaki Frontale;https://www.betexplorer.com/soccer/japan/j-league-2016/omiya-ardija-kawasaki-frontale/GvBl9MF0/;Sagan Tosu - Hiroshima;https://www.betexplorer.com/soccer/japan/j-league-2016/tosu-hiroshima/EZSG8Atm/;Shonan - Avispa Fukuoka;https://www.betexplorer.com/soccer/japan/j-league-2016/shonan-avispa-fukuoka/2eD06KaJ/;Yokohama M. - Albirex Niigata;https://www.betexplorer.com/soccer/japan/j-league-2016/yokohama-m-albirex-niigata/O4Ed70pD/
11. ROUND;Albirex Niigata - Nagoya;https://www.betexplorer.com/soccer/japan/j-league-2016/albirex-niigata-nagoya/dKaDHp8K/;FC Tokyo - Shonan;https://www.betexplorer.com/soccer/japan/j-league-2016/fc-tokyo-shonan/4QCRgsGD/;G-Osaka - Kofu;https://www.betexplorer.com/soccer/japan/j-league-2016/g-osaka-kofu/QkIyCOVs/;Hiroshima - Omiya Ardija;https://www.betexplorer.com/soccer/japan/j-league-2016/hiroshima-omiya-ardija/KCHuBrol/;Iwata - Kobe;https://www.betexplorer.com/soccer/japan/j-league-2016/iwata-kobe/OtW9G4NQ/;Kashiwa - Kashima;https://www.betexplorer.com/soccer/japan/j-league-2016/kashiwa-kashima/jN8NfN07/;Kawasaki Frontale - Avispa Fukuoka;https://www.betexplorer.com/soccer/japan/j-league-2016/kawasaki-frontale-avispa-fukuoka/IT09IQhE/;Urawa - Sagan Tosu;https://www.betexplorer.com/soccer/japan/j-league-2016/urawa-tosu/8bJIe3o1/;Vegalta Sendai - Yokohama M.;https://www.betexplorer.com/soccer/japan/j-league-2016/vegalta-sendai-yokohama-m/U7KEdqWf/
10. ROUND;Kawasaki Frontale - Kashiwa;https://www.betexplorer.com/soccer/japan/j-league-2016/kawasaki-frontale-kashiwa/KvIsfjAd/;Kobe - Urawa;https://www.betexplorer.com/soccer/japan/j-league-2016/kobe-urawa/MsH6b51r/;Kofu - Omiya Ardija;https://www.betexplorer.com/soccer/japan/j-league-2016/kofu-omiya-ardija/U9aYGDH9/;Nagoya - FC Tokyo;https://www.betexplorer.com/soccer/japan/j-league-2016/nagoya-fc-tokyo/tp3xGXWF/;Sagan Tosu - Albirex Niigata;https://www.betexplorer.com/soccer/japan/j-league-2016/tosu-albirex-niigata/0YFAcPGl/;Shonan - G-Osaka;https://www.betexplorer.com/soccer/japan/j-league-2016/shonan-g-osaka/zm0UHg23/;Vegalta Sendai - Hiroshima;https://www.betexplorer.com/soccer/japan/j-league-2016/vegalta-sendai-hiroshima/tlJweWfj/;Yokohama M. - Kashima;https://www.betexplorer.com/soccer/japan/j-league-2016/yokohama-m-kashima/dd1QIZnc/;Avispa Fukuoka - Iwata;https://www.betexplorer.com/soccer/japan/j-league-2016/avispa-fukuoka-iwata/nRJZeCup/
9. ROUND;Albirex Niigata - Avispa Fukuoka;https://www.betexplorer.com/soccer/japan/j-league-2016/albirex-niigata-avispa-fukuoka/tQve3fmA/;FC Tokyo - Yokohama M.;https://www.betexplorer.com/soccer/japan/j-league-2016/fc-tokyo-yokohama-m/2Zui4zY3/;G-Osaka - Kobe;https://www.betexplorer.com/soccer/japan/j-league-2016/g-osaka-kobe/Stw31YHM/;Hiroshima - Kofu;https://www.betexplorer.com/soccer/japan/j-league-2016/hiroshima-kofu/A5S70hXS/;Iwata - Sagan Tosu;https://www.betexplorer.com/soccer/japan/j-league-2016/iwata-tosu/ljva2E2G/;Kashima - Shonan;https://www.betexplorer.com/soccer/japan/j-league-2016/kashima-shonan/EDadrgBp/;Kashiwa - Nagoya;https://www.betexplorer.com/soccer/japan/j-league-2016/kashiwa-nagoya/KAjn5GIc/;Omiya Ardija - Vegalta Sendai;https://www.betexplorer.com/soccer/japan/j-league-2016/omiya-ardija-vegalta-sendai/67nr6d3i/;Urawa - Kawasaki Frontale;https://www.betexplorer.com/soccer/japan/j-league-2016/urawa-kawasaki-frontale/h4b0sDQj/
8. ROUND;Avispa Fukuoka - Kashima;https://www.betexplorer.com/soccer/japan/j-league-2016/avispa-fukuoka-kashima/fTIPmFmN/;Iwata - G-Osaka;https://www.betexplorer.com/soccer/japan/j-league-2016/iwata-g-osaka/KdBDjH34/;Kobe - FC Tokyo;https://www.betexplorer.com/soccer/japan/j-league-2016/kobe-fc-tokyo/06JLleYG/;Kofu - Albirex Niigata;https://www.betexplorer.com/soccer/japan/j-league-2016/kofu-albirex-niigata/t6C9iclb/;Nagoya - Urawa;https://www.betexplorer.com/soccer/japan/j-league-2016/nagoya-urawa/2L0IkyJA/;Sagan Tosu - Kawasaki Frontale;https://www.betexplorer.com/soccer/japan/j-league-2016/tosu-kawasaki-frontale/YJHTnZ2T/;Shonan - Hiroshima;https://www.betexplorer.com/soccer/japan/j-league-2016/shonan-hiroshima/CW75hwZi/;Vegalta Sendai - Kashiwa;https://www.betexplorer.com/soccer/japan/j-league-2016/vegalta-sendai-kashiwa/WzVIUZto/;Yokohama M. - Omiya Ardija;https://www.betexplorer.com/soccer/japan/j-league-2016/yokohama-m-omiya-ardija/Yu91gJJo/
7. ROUND;Albirex Niigata - Kobe;https://www.betexplorer.com/soccer/japan/j-league-2016/albirex-niigata-kobe/M1uqyx4H/;FC Tokyo - Iwata;https://www.betexplorer.com/soccer/japan/j-league-2016/fc-tokyo-iwata/2aPswbZ4/;G-Osaka - Sagan Tosu;https://www.betexplorer.com/soccer/japan/j-league-2016/g-osaka-tosu/0hvmzdJN/;Hiroshima - Nagoya;https://www.betexplorer.com/soccer/japan/j-league-2016/hiroshima-nagoya/fFwiZFYT/;Kashima - Vegalta Sendai;https://www.betexplorer.com/soccer/japan/j-league-2016/kashima-vegalta-sendai/YJXQttzt/;Kashiwa - Yokohama M.;https://www.betexplorer.com/soccer/japan/j-league-2016/kashiwa-yokohama-m/8xQwvvKb/;Kawasaki Frontale - Kofu;https://www.betexplorer.com/soccer/japan/j-league-2016/kawasaki-frontale-kofu/tjOoxIlB/;Omiya Ardija - Avispa Fukuoka;https://www.betexplorer.com/soccer/japan/j-league-2016/omiya-ardija-avispa-fukuoka/fZLZvK4h/;Urawa - Shonan;https://www.betexplorer.com/soccer/japan/j-league-2016/urawa-shonan/CAWUu0kn/
6. ROUND;Albirex Niigata - FC Tokyo;https://www.betexplorer.com/soccer/japan/j-league-2016/albirex-niigata-fc-tokyo/Gr10QKka/;Avispa Fukuoka - Vegalta Sendai;https://www.betexplorer.com/soccer/japan/j-league-2016/avispa-fukuoka-vegalta-sendai/rehHMxkO/;G-Osaka - Hiroshima;https://www.betexplorer.com/soccer/japan/j-league-2016/g-osaka-hiroshima/lda8ObKB/;Iwata - Kashiwa;https://www.betexplorer.com/soccer/japan/j-league-2016/iwata-kashiwa/fZa4Pv55/;Kobe - Omiya Ardija;https://www.betexplorer.com/soccer/japan/j-league-2016/kobe-omiya-ardija/0W2CNIZH/;Kofu - Urawa;https://www.betexplorer.com/soccer/japan/j-league-2016/kofu-urawa/b76eR0zg/;Sagan Tosu - Kashima;https://www.betexplorer.com/soccer/japan/j-league-2016/tosu-kashima/MoiLLd4U/;Shonan - Kawasaki Frontale;https://www.betexplorer.com/soccer/japan/j-league-2016/shonan-kawasaki-frontale/KG7iStLn/;Yokohama M. - Nagoya;https://www.betexplorer.com/soccer/japan/j-league-2016/yokohama-m-nagoya/Qg8mTM5t/
5. ROUND;Avispa Fukuoka - Sagan Tosu;https://www.betexplorer.com/soccer/japan/j-league-2016/avispa-fukuoka-tosu/EHuKpkyE/;Hiroshima - Kobe;https://www.betexplorer.com/soccer/japan/j-league-2016/hiroshima-kobe/CC1yM5bD/;Kashima - Urawa;https://www.betexplorer.com/soccer/japan/j-league-2016/kashima-urawa/nm9kV9yR/;Kashiwa - G-Osaka;https://www.betexplorer.com/soccer/japan/j-league-2016/kashiwa-g-osaka/IVaLPmal/;Kawasaki Frontale - FC Tokyo;https://www.betexplorer.com/soccer/japan/j-league-2016/kawasaki-frontale-fc-tokyo/0fkQO7Ef/;Nagoya - Kofu;https://www.betexplorer.com/soccer/japan/j-league-2016/nagoya-kofu/YL2XMoq7/;Omiya Ardija - Albirex Niigata;https://www.betexplorer.com/soccer/japan/j-league-2016/omiya-ardija-albirex-niigata/4SeHQTqr/;Vegalta Sendai - Shonan;https://www.betexplorer.com/soccer/japan/j-league-2016/vegalta-sendai-shonan/8dAoWkMK/;Yokohama M. - Iwata;https://www.betexplorer.com/soccer/japan/j-league-2016/yokohama-m-iwata/volUNRT0/
4. ROUND;Albirex Niigata - Vegalta Sendai;https://www.betexplorer.com/soccer/japan/j-league-2016/albirex-niigata-vegalta-sendai/QyyrCUUl/;FC Tokyo - Kashiwa;https://www.betexplorer.com/soccer/japan/j-league-2016/fc-tokyo-kashiwa/fgpCHj7R/;G-Osaka - Avispa Fukuoka;https://www.betexplorer.com/soccer/japan/j-league-2016/g-osaka-avispa-fukuoka/niPjA8a1/;Hiroshima - Yokohama M.;https://www.betexplorer.com/soccer/japan/j-league-2016/hiroshima-yokohama-m/CUGxYBi8/;Iwata - Kawasaki Frontale;https://www.betexplorer.com/soccer/japan/j-league-2016/iwata-kawasaki-frontale/4SZoBlpe/;Kobe - Shonan;https://www.betexplorer.com/soccer/japan/j-league-2016/kobe-shonan/bRSf9SE7/;Kofu - Kashima;https://www.betexplorer.com/soccer/japan/j-league-2016/kofu-kashima/d2WwDAFr/;Sagan Tosu - Nagoya;https://www.betexplorer.com/soccer/japan/j-league-2016/tosu-nagoya/jLFtXV6E/;Urawa - Omiya Ardija;https://www.betexplorer.com/soccer/japan/j-league-2016/urawa-omiya-ardija/CUf7IWiL/
3. ROUND;Avispa Fukuoka - FC Tokyo;https://www.betexplorer.com/soccer/japan/j-league-2016/avispa-fukuoka-fc-tokyo/bRj3JCxF/;Kashima - Nagoya;https://www.betexplorer.com/soccer/japan/j-league-2016/kashima-nagoya/YN7u4XxS/;Kashiwa - Hiroshima;https://www.betexplorer.com/soccer/japan/j-league-2016/kashiwa-hiroshima/h8lCbB0k/;Kawasaki Frontale - Albirex Niigata;https://www.betexplorer.com/soccer/japan/j-league-2016/kawasaki-frontale-albirex-niigata/nVmGcVFe/;Kofu - Iwata;https://www.betexplorer.com/soccer/japan/j-league-2016/kofu-iwata/44iaKhN8/;Omiya Ardija - G-Osaka;https://www.betexplorer.com/soccer/japan/j-league-2016/omiya-ardija-g-osaka/v5p8aioq/;Shonan - Sagan Tosu;https://www.betexplorer.com/soccer/japan/j-league-2016/shonan-tosu/QDheLY72/;Vegalta Sendai - Urawa;https://www.betexplorer.com/soccer/japan/j-league-2016/vegalta-sendai-urawa/fX8y5DNL/;Yokohama M. - Kobe;https://www.betexplorer.com/soccer/japan/j-league-2016/yokohama-m-kobe/QLnKdkV1/
