42. ROUND;Albirex Niigata - Renofa Yamaguchi;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/albirex-niigata-renofa-yamaguchi/z19Ih9Uu/;Chiba - Tochigi;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/chiba-tochigi/lAz0zSEB/;Gifu - Avispa Fukuoka;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/gifu-avispa-fukuoka/8E7Qjmah/;Kamatamare - Kyoto;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kamatamare-sanuki-kyoto/2D0ZlRT4/;Kanazawa - Mito;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kanazawa-mito/Ei8MiTqn/;Kofu - Yokohama;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kofu-yokohama/dzv8Y5qO/;Kumamoto - Ehime;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kumamoto-ehime/t4awloqB/;Machida - Verdy;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/machida-zelvia-verdy/2Dv4ZoUH/;Montedio Yamagata - Oita;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/montedio-yamagata-oita-trinita/6ooey8a5/;Okayama - Omiya Ardija;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/okayama-omiya-ardija/KlBUk7Eb/;Yamaga - Tokushima;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/matsumoto-yamaga-tokushima/zRxCXPbU/
41. ROUND;Avispa Fukuoka - Kumamoto;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/avispa-fukuoka-kumamoto/Sfnixlpa/;Ehime - Machida;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/ehime-machida-zelvia/YJXmwUUh/;Mito - Gifu;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/mito-gifu/rk5RLSaI/;Renofa Yamaguchi - Kofu;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/renofa-yamaguchi-kofu/C4quuj0t/;Tochigi - Yamaga;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/tochigi-matsumoto-yamaga/Mu4VKnFO/;Tokushima - Albirex Niigata;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/tokushima-albirex-niigata/fTYqvAFn/;Verdy - Kamatamare;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/verdy-kamatamare-sanuki/zqhDqWiP/;Kyoto - Chiba;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kyoto-chiba/nNBINlV5/;Oita - Kanazawa;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/oita-trinita-kanazawa/QDAMM8pC/;Omiya Ardija - Montedio Yamagata;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/omiya-ardija-montedio-yamagata/tQ8APA0g/;Yokohama - Okayama;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/yokohama-okayama/h0CEOUFa/
40. ROUND;Chiba - Tokushima;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/chiba-tokushima/KfWwCiWg/;Gifu - Montedio Yamagata;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/gifu-montedio-yamagata/lSTVWh8J/;Kamatamare - Tochigi;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kamatamare-sanuki-tochigi/b1J5Qjom/;Kanazawa - Omiya Ardija;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kanazawa-omiya-ardija/nNkm89VI/;Kyoto - Ehime;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kyoto-ehime/SISZVCNP/;Machida - Avispa Fukuoka;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/machida-zelvia-avispa-fukuoka/06myBBo0/;Mito - Kofu;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/mito-kofu/t4XZCXGm/;Okayama - Renofa Yamaguchi;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/okayama-renofa-yamaguchi/KAK1RWVt/;Yamaga - Verdy;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/matsumoto-yamaga-verdy/YJoq9kGC/;Yokohama - Oita;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/yokohama-oita-trinita/vcnuAV06/;Albirex Niigata - Kumamoto;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/albirex-niigata-kumamoto/nsYVDD1s/
35. ROUND;Kamatamare - Machida;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kamatamare-sanuki-machida-zelvia/h674i5XC/
39. ROUND;Albirex Niigata - Machida;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/albirex-niigata-machida-zelvia/lfUXF0XR/;Avispa Fukuoka - Kanazawa;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/avispa-fukuoka-kanazawa/EkHgX122/;Ehime - Verdy;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/ehime-verdy/QZNB8IP1/;Gifu - Chiba;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/gifu-chiba/6ZGaBKuq/;Kofu - Kamatamare;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kofu-kamatamare-sanuki/A3VTGtIL/;Kumamoto - Okayama;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kumamoto-okayama/htGcWLH8/;Montedio Yamagata - Mito;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/montedio-yamagata-mito/EyxLI2m9/;Oita - Yamaga;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/oita-trinita-matsumoto-yamaga/z552VuXE/;Omiya Ardija - Kyoto;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/omiya-ardija-kyoto/hSzPHM2F/;Renofa Yamaguchi - Tochigi;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/renofa-yamaguchi-tochigi/4KZ2Avek/;Tokushima - Yokohama;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/tokushima-yokohama/nqP79bAe/
38. ROUND;Chiba - Oita;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/chiba-oita-trinita/WlYiJEMM/;Kamatamare - Renofa Yamaguchi;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kamatamare-sanuki-renofa-yamaguchi/KExHJrY2/;Mito - Kumamoto;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/mito-kumamoto/OOUqLzhA/;Montedio Yamagata - Avispa Fukuoka;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/montedio-yamagata-avispa-fukuoka/pYVuMGx4/;Okayama - Machida;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/okayama-machida-zelvia/6BYCKOId/;Tochigi - Kofu;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/tochigi-kofu/IoUmKf7G/;Verdy - Tokushima;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/verdy-tokushima/EDNdIYyT/;Yamaga - Gifu;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/matsumoto-yamaga-gifu/On9SCCaj/;Yokohama - Omiya Ardija;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/yokohama-omiya-ardija/GM9ODhpp/;Kyoto - Albirex Niigata;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kyoto-albirex-niigata/SdyyNdNc/;Kanazawa - Ehime;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kanazawa-ehime/2w8WBWEd/
26. ROUND;Renofa Yamaguchi - Machida;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/renofa-yamaguchi-machida-zelvia/jPavw2lA/
35. ROUND;Tokushima - Kofu;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/tokushima-kofu/Wd68jPnJ/
37. ROUND;Chiba - Montedio Yamagata;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/chiba-montedio-yamagata/Io8I4F7T/;Kamatamare - Kumamoto;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kamatamare-sanuki-kumamoto/l6xXNx8i/;Kanazawa - Yamaga;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kanazawa-matsumoto-yamaga/z3lkagVj/;Machida - Oita;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/machida-zelvia-oita-trinita/OSpo0ZFp/;Mito - Verdy;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/mito-verdy/ve9E5ehN/;Ehime - Yokohama;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/ehime-yokohama/AL4A6ywH/;Gifu - Okayama;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/gifu-okayama/z3Cc9wgb/;Kofu - Albirex Niigata;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kofu-albirex-niigata/ttDgAJwh/;Kyoto - Tokushima;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kyoto-tokushima/l6G18c84/;Omiya Ardija - Tochigi;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/omiya-ardija-tochigi/2kEkBaOo/;Renofa Yamaguchi - Avispa Fukuoka;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/renofa-yamaguchi-avispa-fukuoka/WU567HNA/
36. ROUND;Kumamoto - Chiba;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/kumamoto-chiba/Ew7midwU/;Machida - Montedio Yamagata;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/machida-zelvia-montedio-yamagata/OlEzfbgB/;Oita - Kyoto;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/oita-trinita-kyoto/GngFnGoo/;Renofa Yamaguchi - Gifu;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/renofa-yamaguchi-gifu/6D3ugI8H/;Tochigi - Yokohama;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/tochigi-yokohama/pbFWfvv5/;Tokushima - Kanazawa;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/tokushima-kanazawa/KG7qhxON/;Albirex Niigata - Kamatamare;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/albirex-niigata-kamatamare-sanuki/8EqIt3yo/;Avispa Fukuoka - Okayama;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/avispa-fukuoka-okayama/GOASeKOb/;Omiya Ardija - Mito;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/omiya-ardija-mito/f9MJctfn/;Verdy - Kofu;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/verdy-kofu/WhhjoqTT/;Yamaga - Ehime;https://www.betexplorer.com/soccer/japan/j-league-division-2-2018/matsumoto-yamaga-ehime/xYBOd09h/
